cases,region,date
33,REGION XI-DAVAO REGION,2020-07-19
25,REGION XI-DAVAO REGION,2020-07-26
24,REGION XI-DAVAO REGION,2020-08-02
24,REGION XI-DAVAO REGION,2020-08-09
30,REGION XI-DAVAO REGION,2020-08-16
28,REGION XI-DAVAO REGION,2020-08-23
25,REGION XI-DAVAO REGION,2020-08-30
21,REGION XI-DAVAO REGION,2020-09-06
22,REGION XI-DAVAO REGION,2020-09-13
32,REGION XI-DAVAO REGION,2020-09-20
26,REGION XI-DAVAO REGION,2020-09-27
21,REGION XI-DAVAO REGION,2020-10-04
25,REGION XI-DAVAO REGION,2020-10-11
13,REGION XI-DAVAO REGION,2020-10-18
8,REGION XI-DAVAO REGION,2020-10-25
19,REGION XI-DAVAO REGION,2020-11-01
12,REGION XI-DAVAO REGION,2020-11-08
17,REGION XI-DAVAO REGION,2020-11-15
25,REGION XI-DAVAO REGION,2020-11-22
19,REGION XI-DAVAO REGION,2020-11-29
18,REGION XI-DAVAO REGION,2020-12-06
13,REGION XI-DAVAO REGION,2020-12-13
17,REGION XI-DAVAO REGION,2020-12-20
21,REGION XI-DAVAO REGION,2020-12-27
6,REGION XI-DAVAO REGION,2020-01-12
11,REGION XI-DAVAO REGION,2020-01-19
22,REGION XI-DAVAO REGION,2020-01-26
10,REGION XI-DAVAO REGION,2020-02-02
12,REGION XI-DAVAO REGION,2020-02-09
10,REGION XI-DAVAO REGION,2020-02-16
14,REGION XI-DAVAO REGION,2020-02-23
12,REGION XI-DAVAO REGION,2020-03-01
17,REGION XI-DAVAO REGION,2020-03-08
10,REGION XI-DAVAO REGION,2020-03-15
14,REGION XI-DAVAO REGION,2020-03-22
4,REGION XI-DAVAO REGION,2020-03-29
4,REGION XI-DAVAO REGION,2020-04-05
0,REGION XI-DAVAO REGION,2020-04-12
7,REGION XI-DAVAO REGION,2020-04-19
2,REGION XI-DAVAO REGION,2020-04-26
0,REGION XI-DAVAO REGION,2020-05-03
3,REGION XI-DAVAO REGION,2020-05-10
10,REGION XI-DAVAO REGION,2020-05-17
8,REGION XI-DAVAO REGION,2020-05-24
5,REGION XI-DAVAO REGION,2020-05-31
1,REGION XI-DAVAO REGION,2020-06-07
0,REGION XI-DAVAO REGION,2020-06-14
0,REGION XI-DAVAO REGION,2020-06-21
1,REGION XI-DAVAO REGION,2020-06-28
2,REGION XI-DAVAO REGION,2020-07-05
4,REGION XI-DAVAO REGION,2020-07-12
5,REGION XI-DAVAO REGION,2020-07-19
0,REGION XI-DAVAO REGION,2020-07-26
2,REGION XI-DAVAO REGION,2020-08-02
1,REGION XI-DAVAO REGION,2020-08-09
2,REGION XI-DAVAO REGION,2020-08-16
4,REGION XI-DAVAO REGION,2020-08-23
5,REGION XI-DAVAO REGION,2020-08-30
4,REGION XI-DAVAO REGION,2020-09-06
5,REGION XI-DAVAO REGION,2020-09-13
2,REGION XI-DAVAO REGION,2020-09-20
4,REGION XI-DAVAO REGION,2020-09-27
3,REGION XI-DAVAO REGION,2020-10-04
5,REGION XI-DAVAO REGION,2020-10-11
13,REGION XI-DAVAO REGION,2020-10-18
4,REGION XI-DAVAO REGION,2020-10-25
5,REGION XI-DAVAO REGION,2020-11-01
7,REGION XI-DAVAO REGION,2020-11-08
6,REGION XI-DAVAO REGION,2020-11-15
7,REGION XI-DAVAO REGION,2020-11-22
4,REGION XI-DAVAO REGION,2020-11-29
6,REGION XI-DAVAO REGION,2020-12-06
9,REGION XI-DAVAO REGION,2020-12-13
5,REGION XI-DAVAO REGION,2020-12-20
5,REGION XI-DAVAO REGION,2020-12-27
0,REGION XI-DAVAO REGION,2020-01-12
22,REGION XI-DAVAO REGION,2020-01-19
16,REGION XI-DAVAO REGION,2020-01-26
15,REGION XI-DAVAO REGION,2020-02-02
8,REGION XI-DAVAO REGION,2020-02-09
15,REGION XI-DAVAO REGION,2020-02-16
14,REGION XI-DAVAO REGION,2020-02-23
13,REGION XI-DAVAO REGION,2020-03-01
9,REGION XI-DAVAO REGION,2020-03-08
11,REGION XI-DAVAO REGION,2020-03-15
16,REGION XI-DAVAO REGION,2020-03-22
4,REGION XI-DAVAO REGION,2020-03-29
1,REGION XI-DAVAO REGION,2020-04-05
2,REGION XI-DAVAO REGION,2020-04-12
3,REGION XI-DAVAO REGION,2020-04-19
2,REGION XI-DAVAO REGION,2020-04-26
0,REGION XI-DAVAO REGION,2020-05-03
0,REGION XI-DAVAO REGION,2020-05-10
0,REGION XI-DAVAO REGION,2020-05-17
0,REGION XI-DAVAO REGION,2020-05-24
2,REGION XI-DAVAO REGION,2020-05-31
1,REGION XI-DAVAO REGION,2020-06-07
2,REGION XI-DAVAO REGION,2020-06-14
7,REGION XI-DAVAO REGION,2020-06-21
1,REGION XI-DAVAO REGION,2020-06-28
2,REGION XI-DAVAO REGION,2020-07-05
1,REGION XI-DAVAO REGION,2020-07-12
3,REGION XI-DAVAO REGION,2020-07-19
2,REGION XI-DAVAO REGION,2020-07-26
3,REGION XI-DAVAO REGION,2020-08-02
4,REGION XI-DAVAO REGION,2020-08-09
4,REGION XI-DAVAO REGION,2020-08-16
1,REGION XI-DAVAO REGION,2020-08-23
5,REGION XI-DAVAO REGION,2020-08-30
0,REGION XI-DAVAO REGION,2020-09-06
1,REGION XI-DAVAO REGION,2020-09-13
2,REGION XI-DAVAO REGION,2020-09-20
2,REGION XI-DAVAO REGION,2020-09-27
2,REGION XI-DAVAO REGION,2020-10-04
3,REGION XI-DAVAO REGION,2020-10-11
0,REGION XI-DAVAO REGION,2020-10-18
3,REGION XI-DAVAO REGION,2020-10-25
1,REGION XI-DAVAO REGION,2020-11-01
2,REGION XI-DAVAO REGION,2020-11-08
0,REGION XI-DAVAO REGION,2020-11-15
3,REGION XI-DAVAO REGION,2020-11-22
3,REGION XI-DAVAO REGION,2020-11-29
4,REGION XI-DAVAO REGION,2020-12-06
1,REGION XI-DAVAO REGION,2020-12-13
2,REGION XI-DAVAO REGION,2020-12-20
3,REGION XI-DAVAO REGION,2020-12-27
0,REGION XI-DAVAO REGION,2020-01-12
5,REGION XI-DAVAO REGION,2020-01-19
1,REGION XI-DAVAO REGION,2020-01-26
3,REGION XI-DAVAO REGION,2020-02-02
3,REGION XI-DAVAO REGION,2020-02-09
6,REGION XI-DAVAO REGION,2020-02-16
2,REGION XI-DAVAO REGION,2020-02-23
4,REGION XI-DAVAO REGION,2020-03-01
3,REGION XI-DAVAO REGION,2020-03-08
2,REGION XI-DAVAO REGION,2020-03-15
2,REGION XI-DAVAO REGION,2020-03-22
3,REGION XI-DAVAO REGION,2020-03-29
2,REGION XI-DAVAO REGION,2020-04-05
4,REGION XI-DAVAO REGION,2020-04-12
3,REGION XI-DAVAO REGION,2020-04-19
4,REGION XI-DAVAO REGION,2020-04-26
2,REGION XI-DAVAO REGION,2020-05-03
0,REGION XI-DAVAO REGION,2020-05-10
2,REGION XI-DAVAO REGION,2020-05-17
1,REGION XI-DAVAO REGION,2020-05-24
1,REGION XI-DAVAO REGION,2020-05-31
0,REGION XI-DAVAO REGION,2020-06-07
0,REGION XI-DAVAO REGION,2020-06-14
0,REGION XI-DAVAO REGION,2020-06-21
1,REGION XI-DAVAO REGION,2020-06-28
1,REGION XI-DAVAO REGION,2020-07-05
3,REGION XI-DAVAO REGION,2020-07-12
0,REGION XI-DAVAO REGION,2020-07-19
3,REGION XI-DAVAO REGION,2020-07-26
3,REGION XI-DAVAO REGION,2020-08-02
2,REGION XI-DAVAO REGION,2020-08-09
1,REGION XI-DAVAO REGION,2020-08-16
2,REGION XI-DAVAO REGION,2020-08-23
5,REGION XI-DAVAO REGION,2020-08-30
0,REGION XI-DAVAO REGION,2020-09-06
5,REGION XI-DAVAO REGION,2020-09-13
0,REGION XI-DAVAO REGION,2020-09-20
2,REGION XI-DAVAO REGION,2020-09-27
2,REGION XI-DAVAO REGION,2020-10-04
0,REGION XI-DAVAO REGION,2020-10-11
0,REGION XI-DAVAO REGION,2020-10-18
2,REGION XI-DAVAO REGION,2020-10-25
0,REGION XI-DAVAO REGION,2020-11-01
2,REGION XI-DAVAO REGION,2020-11-08
0,REGION XI-DAVAO REGION,2020-11-15
0,REGION XI-DAVAO REGION,2020-11-22
1,REGION XI-DAVAO REGION,2020-11-29
0,REGION XI-DAVAO REGION,2020-12-06
1,REGION XI-DAVAO REGION,2020-12-13
1,REGION XI-DAVAO REGION,2020-12-20
2,REGION XI-DAVAO REGION,2020-12-27
0,REGION XI-DAVAO REGION,2020-01-12
1,REGION XI-DAVAO REGION,2020-01-19
0,REGION XI-DAVAO REGION,2020-01-26
1,REGION XI-DAVAO REGION,2020-02-02
0,REGION XI-DAVAO REGION,2020-02-09
0,REGION XI-DAVAO REGION,2020-02-16
2,REGION XI-DAVAO REGION,2020-02-23
0,REGION XI-DAVAO REGION,2020-03-01
0,REGION XI-DAVAO REGION,2020-03-08
1,REGION XI-DAVAO REGION,2020-03-15
2,REGION XI-DAVAO REGION,2020-03-22
1,REGION XI-DAVAO REGION,2020-03-29
0,REGION XI-DAVAO REGION,2020-04-05
1,REGION XI-DAVAO REGION,2020-04-12
0,REGION XI-DAVAO REGION,2020-04-19
0,REGION XI-DAVAO REGION,2020-04-26
0,REGION XI-DAVAO REGION,2020-05-03
0,REGION XI-DAVAO REGION,2020-05-10
0,REGION XI-DAVAO REGION,2020-05-17
0,REGION XI-DAVAO REGION,2020-05-24
0,REGION XI-DAVAO REGION,2020-05-31
0,REGION XI-DAVAO REGION,2020-06-07
0,REGION XI-DAVAO REGION,2020-06-14
0,REGION XI-DAVAO REGION,2020-06-21
0,REGION XI-DAVAO REGION,2020-06-28
0,REGION XI-DAVAO REGION,2020-07-05
0,REGION XI-DAVAO REGION,2020-07-12
2,REGION XI-DAVAO REGION,2020-07-19
0,REGION XI-DAVAO REGION,2020-07-26
0,REGION XI-DAVAO REGION,2020-08-02
0,REGION XI-DAVAO REGION,2020-08-09
1,REGION XI-DAVAO REGION,2020-08-16
0,REGION XI-DAVAO REGION,2020-08-23
2,REGION XI-DAVAO REGION,2020-08-30
1,REGION XI-DAVAO REGION,2020-09-06
0,REGION XI-DAVAO REGION,2020-09-13
2,REGION XI-DAVAO REGION,2020-09-20
3,REGION XI-DAVAO REGION,2020-09-27
0,REGION XI-DAVAO REGION,2020-10-04
0,REGION XI-DAVAO REGION,2020-10-11
0,REGION XI-DAVAO REGION,2020-10-18
0,REGION XI-DAVAO REGION,2020-10-25
0,REGION XI-DAVAO REGION,2020-11-01
0,REGION XI-DAVAO REGION,2020-11-08
0,REGION XI-DAVAO REGION,2020-11-15
0,REGION XI-DAVAO REGION,2020-11-22
1,REGION XI-DAVAO REGION,2020-11-29
0,REGION XI-DAVAO REGION,2020-12-06
9,REGION XI-DAVAO REGION,2020-12-13
0,REGION XI-DAVAO REGION,2020-12-20
0,REGION XI-DAVAO REGION,2020-12-27
0,REGION XI-DAVAO REGION,2020-01-12
8,REGION XI-DAVAO REGION,2020-01-19
8,REGION XI-DAVAO REGION,2020-01-26
5,REGION XI-DAVAO REGION,2020-02-02
13,REGION XI-DAVAO REGION,2020-02-09
14,REGION XI-DAVAO REGION,2020-02-16
18,REGION XI-DAVAO REGION,2020-02-23
18,REGION XI-DAVAO REGION,2020-03-01
8,REGION XI-DAVAO REGION,2020-03-08
7,REGION XI-DAVAO REGION,2020-03-15
11,REGION XI-DAVAO REGION,2020-03-22
4,REGION XI-DAVAO REGION,2020-03-29
0,REGION XI-DAVAO REGION,2020-04-05
5,REGION XI-DAVAO REGION,2020-04-12
2,REGION XI-DAVAO REGION,2020-04-19
2,REGION XI-DAVAO REGION,2020-04-26
3,REGION XI-DAVAO REGION,2020-05-03
1,REGION XI-DAVAO REGION,2020-05-10
0,REGION XI-DAVAO REGION,2020-05-17
0,REGION XI-DAVAO REGION,2020-05-24
0,REGION XI-DAVAO REGION,2020-05-31
0,REGION XI-DAVAO REGION,2020-06-07
0,REGION XI-DAVAO REGION,2020-06-14
1,REGION XI-DAVAO REGION,2020-06-21
1,REGION XI-DAVAO REGION,2020-06-28
4,REGION XI-DAVAO REGION,2020-07-05
1,REGION XI-DAVAO REGION,2020-07-12
4,REGION XI-DAVAO REGION,2020-07-19
2,REGION XI-DAVAO REGION,2020-07-26
0,REGION XI-DAVAO REGION,2020-08-02
2,REGION XI-DAVAO REGION,2020-08-09
2,REGION XI-DAVAO REGION,2020-08-16
3,REGION XI-DAVAO REGION,2020-08-23
0,REGION XI-DAVAO REGION,2020-08-30
7,REGION XI-DAVAO REGION,2020-09-06
2,REGION XI-DAVAO REGION,2020-09-13
3,REGION XI-DAVAO REGION,2020-09-20
0,REGION XI-DAVAO REGION,2020-09-27
0,REGION XI-DAVAO REGION,2020-10-04
4,REGION XI-DAVAO REGION,2020-10-11
4,REGION XI-DAVAO REGION,2020-10-18
1,REGION XI-DAVAO REGION,2020-10-25
3,REGION XI-DAVAO REGION,2020-11-01
4,REGION XI-DAVAO REGION,2020-11-08
6,REGION XI-DAVAO REGION,2020-11-15
4,REGION XI-DAVAO REGION,2020-11-22
3,REGION XI-DAVAO REGION,2020-11-29
3,REGION XI-DAVAO REGION,2020-12-06
4,REGION XI-DAVAO REGION,2020-12-13
1,REGION XI-DAVAO REGION,2020-12-20
2,REGION XI-DAVAO REGION,2020-12-27
0,CAR,2020-01-12
3,CAR,2020-01-19
2,CAR,2020-01-26
3,CAR,2020-02-02
3,CAR,2020-02-09
2,CAR,2020-02-16
3,CAR,2020-02-23
3,CAR,2020-03-01
4,CAR,2020-03-08
5,CAR,2020-03-15
6,CAR,2020-03-22
0,CAR,2020-03-29
0,CAR,2020-04-05
1,CAR,2020-04-12
1,CAR,2020-04-19
1,CAR,2020-04-26
1,CAR,2020-05-03
0,CAR,2020-05-10
0,CAR,2020-05-17
0,CAR,2020-05-24
0,CAR,2020-05-31
1,CAR,2020-06-07
1,CAR,2020-06-14
0,CAR,2020-06-21
0,CAR,2020-06-28
1,CAR,2020-07-05
2,CAR,2020-07-12
1,CAR,2020-07-19
0,CAR,2020-07-26
0,CAR,2020-08-02
0,CAR,2020-08-09
0,CAR,2020-08-16
0,CAR,2020-08-23
0,CAR,2020-08-30
0,CAR,2020-09-13
1,CAR,2020-09-27
0,CAR,2020-10-11
3,CAR,2020-10-25
1,CAR,2020-11-08
2,CAR,2020-11-22
1,CAR,2020-11-29
0,CAR,2020-12-06
0,CAR,2020-12-13
0,CAR,2020-12-20
0,CAR,2020-12-27
0,CAR,2020-09-06
0,CAR,2020-09-20
0,CAR,2020-10-04
0,CAR,2020-10-18
0,CAR,2020-11-01
13,CARAGA,2020-01-12
9,CARAGA,2020-01-19
14,CARAGA,2020-01-26
24,CARAGA,2020-02-02
22,CARAGA,2020-02-09
32,CARAGA,2020-02-16
17,CARAGA,2020-02-23
13,CARAGA,2020-03-01
15,CARAGA,2020-03-08
14,CARAGA,2020-03-15
21,CARAGA,2020-03-22
7,CARAGA,2020-03-29
12,CARAGA,2020-04-05
11,CARAGA,2020-04-12
7,CARAGA,2020-04-19
2,CARAGA,2020-04-26
4,CARAGA,2020-05-03
6,CARAGA,2020-05-10
1,CARAGA,2020-05-17
1,CARAGA,2020-05-24
2,CARAGA,2020-05-31
1,CARAGA,2020-06-07
5,CARAGA,2020-06-14
5,CARAGA,2020-06-21
3,CARAGA,2020-06-28
8,CARAGA,2020-07-05
1,CARAGA,2020-07-12
4,CARAGA,2020-07-19
3,CARAGA,2020-07-26
6,CARAGA,2020-08-02
3,CARAGA,2020-08-09
3,CARAGA,2020-08-16
4,CARAGA,2020-08-23
5,CARAGA,2020-08-30
2,CARAGA,2020-09-13
1,CARAGA,2020-09-27
2,CARAGA,2020-10-11
0,CARAGA,2020-10-25
0,CARAGA,2020-11-08
2,CARAGA,2020-11-22
0,CARAGA,2020-11-29
0,CARAGA,2020-12-06
0,CARAGA,2020-12-13
1,CARAGA,2020-12-20
0,CARAGA,2020-12-27
0,CARAGA,2020-09-06
0,CARAGA,2020-09-20
0,CARAGA,2020-10-04
0,CARAGA,2020-10-18
0,CARAGA,2020-11-01
26,CARAGA,2020-01-12
33,CARAGA,2020-01-19
48,CARAGA,2020-01-26
32,CARAGA,2020-02-02
35,CARAGA,2020-02-09
36,CARAGA,2020-02-16
41,CARAGA,2020-02-23
49,CARAGA,2020-03-01
15,CARAGA,2020-03-08
16,CARAGA,2020-03-15
23,CARAGA,2020-03-22
3,CARAGA,2020-03-29
2,CARAGA,2020-04-05
8,CARAGA,2020-04-12
14,CARAGA,2020-04-19
4,CARAGA,2020-04-26
5,CARAGA,2020-05-03
10,CARAGA,2020-05-10
10,CARAGA,2020-05-17
10,CARAGA,2020-05-24
9,CARAGA,2020-05-31
6,CARAGA,2020-06-07
12,CARAGA,2020-06-14
3,CARAGA,2020-06-21
9,CARAGA,2020-06-28
7,CARAGA,2020-07-05
12,CARAGA,2020-07-12
3,CARAGA,2020-07-19
11,CARAGA,2020-07-26
8,CARAGA,2020-08-02
3,CARAGA,2020-08-09
9,CARAGA,2020-08-16
3,CARAGA,2020-08-23
3,CARAGA,2020-08-30
5,CARAGA,2020-09-13
5,CARAGA,2020-09-27
1,CARAGA,2020-10-11
0,CARAGA,2020-10-25
3,CARAGA,2020-11-08
0,CARAGA,2020-11-22
0,CARAGA,2020-11-29
1,CARAGA,2020-12-06
2,CARAGA,2020-12-13
2,CARAGA,2020-12-20
2,CARAGA,2020-12-27
0,CARAGA,2020-09-06
0,CARAGA,2020-09-20
0,CARAGA,2020-10-04
0,CARAGA,2020-10-18
0,CARAGA,2020-11-01
3,CAR,2020-01-12
14,CAR,2020-01-19
6,CAR,2020-01-26
15,CAR,2020-02-02
8,CAR,2020-02-09
6,CAR,2020-02-16
5,CAR,2020-02-23
5,CAR,2020-03-01
0,CAR,2020-03-08
3,CAR,2020-03-15
0,CAR,2020-03-22
2,CAR,2020-03-29
0,CAR,2020-04-05
0,CAR,2020-04-12
1,CAR,2020-04-19
0,CAR,2020-04-26
0,CAR,2020-05-03
0,CAR,2020-05-10
1,CAR,2020-05-17
0,CAR,2020-05-24
0,CAR,2020-05-31
0,CAR,2020-06-07
0,CAR,2020-06-14
0,CAR,2020-06-21
0,CAR,2020-06-28
0,CAR,2020-07-05
0,CAR,2020-07-12
0,CAR,2020-07-19
0,CAR,2020-07-26
1,CAR,2020-08-02
0,CAR,2020-08-09
1,CAR,2020-08-16
1,CAR,2020-08-23
2,CAR,2020-08-30
1,CAR,2020-09-13
1,CAR,2020-09-27
2,CAR,2020-10-11
0,CAR,2020-10-25
1,CAR,2020-11-08
2,CAR,2020-11-22
1,CAR,2020-11-29
1,CAR,2020-12-06
1,CAR,2020-12-13
0,CAR,2020-12-20
1,CAR,2020-12-27
0,CAR,2020-09-06
0,CAR,2020-09-20
0,CAR,2020-10-04
0,CAR,2020-10-18
0,CAR,2020-11-01
8,CAR,2020-01-12
12,CAR,2020-01-19
8,CAR,2020-01-26
4,CAR,2020-02-02
5,CAR,2020-02-09
3,CAR,2020-02-16
4,CAR,2020-02-23
6,CAR,2020-03-01
2,CAR,2020-03-08
2,CAR,2020-03-15
2,CAR,2020-03-22
0,CAR,2020-03-29
2,CAR,2020-04-05
0,CAR,2020-04-12
0,CAR,2020-04-19
0,CAR,2020-04-26
0,CAR,2020-05-03
0,CAR,2020-05-10
0,CAR,2020-05-17
0,CAR,2020-05-24
2,CAR,2020-05-31
0,CAR,2020-06-07
0,CAR,2020-06-14
17,CAR,2020-06-21
2,CAR,2020-06-28
5,CAR,2020-07-05
9,CAR,2020-07-12
10,CAR,2020-07-19
7,CAR,2020-07-26
4,CAR,2020-08-02
6,CAR,2020-08-09
3,CAR,2020-08-16
0,CAR,2020-08-23
1,CAR,2020-08-30
8,CAR,2020-09-13
4,CAR,2020-09-27
2,CAR,2020-10-11
6,CAR,2020-10-25
1,CAR,2020-11-08
0,CAR,2020-11-22
4,CAR,2020-11-29
2,CAR,2020-12-06
7,CAR,2020-12-13
3,CAR,2020-12-20
3,CAR,2020-12-27
0,CAR,2020-09-06
0,CAR,2020-09-20
0,CAR,2020-10-04
0,CAR,2020-10-18
0,CAR,2020-11-01
3,BARMM,2020-01-12
1,BARMM,2020-01-19
1,BARMM,2020-01-26
7,BARMM,2020-02-02
3,BARMM,2020-02-09
3,BARMM,2020-02-16
3,BARMM,2020-02-23
7,BARMM,2020-03-01
2,BARMM,2020-03-08
4,BARMM,2020-03-15
3,BARMM,2020-03-22
0,BARMM,2020-03-29
1,BARMM,2020-04-05
0,BARMM,2020-04-12
3,BARMM,2020-04-19
1,BARMM,2020-04-26
1,BARMM,2020-05-03
0,BARMM,2020-05-10
1,BARMM,2020-05-17
0,BARMM,2020-05-24
0,BARMM,2020-05-31
1,BARMM,2020-06-07
1,BARMM,2020-06-14
0,BARMM,2020-06-21
0,BARMM,2020-06-28
1,BARMM,2020-07-05
2,BARMM,2020-07-12
3,BARMM,2020-07-19
1,BARMM,2020-07-26
1,BARMM,2020-08-02
0,BARMM,2020-08-09
0,BARMM,2020-08-16
2,BARMM,2020-08-23
1,BARMM,2020-08-30
1,BARMM,2020-09-13
0,BARMM,2020-09-27
0,BARMM,2020-10-11
1,BARMM,2020-10-25
0,BARMM,2020-11-08
0,BARMM,2020-11-22
0,BARMM,2020-11-29
0,BARMM,2020-12-06
0,BARMM,2020-12-13
0,BARMM,2020-12-20
0,BARMM,2020-12-27
0,BARMM,2020-09-06
0,BARMM,2020-09-20
0,BARMM,2020-10-04
0,BARMM,2020-10-18
0,BARMM,2020-11-01
5,CARAGA,2020-01-12
5,CARAGA,2020-01-19
13,CARAGA,2020-01-26
8,CARAGA,2020-02-02
12,CARAGA,2020-02-09
5,CARAGA,2020-02-16
6,CARAGA,2020-02-23
7,CARAGA,2020-03-01
8,CARAGA,2020-03-08
3,CARAGA,2020-03-15
7,CARAGA,2020-03-22
3,CARAGA,2020-03-29
6,CARAGA,2020-04-05
1,CARAGA,2020-04-12
1,CARAGA,2020-04-19
1,CARAGA,2020-04-26
1,CARAGA,2020-05-03
4,CARAGA,2020-05-10
6,CARAGA,2020-05-17
6,CARAGA,2020-05-24
4,CARAGA,2020-05-31
2,CARAGA,2020-06-07
1,CARAGA,2020-06-14
4,CARAGA,2020-06-21
4,CARAGA,2020-06-28
2,CARAGA,2020-07-05
2,CARAGA,2020-07-12
0,CARAGA,2020-07-19
1,CARAGA,2020-07-26
2,CARAGA,2020-08-02
1,CARAGA,2020-08-09
2,CARAGA,2020-08-16
1,CARAGA,2020-08-23
2,CARAGA,2020-08-30
0,CARAGA,2020-09-13
3,CARAGA,2020-09-27
2,CARAGA,2020-10-11
1,CARAGA,2020-10-25
0,CARAGA,2020-11-08
0,CARAGA,2020-11-22
1,CARAGA,2020-11-29
0,CARAGA,2020-12-06
0,CARAGA,2020-12-13
1,CARAGA,2020-12-20
0,CARAGA,2020-12-27
0,CARAGA,2020-09-06
0,CARAGA,2020-09-20
0,CARAGA,2020-10-04
0,CARAGA,2020-10-18
0,CARAGA,2020-11-01
6,CARAGA,2020-01-12
8,CARAGA,2020-01-19
10,CARAGA,2020-01-26
11,CARAGA,2020-02-02
12,CARAGA,2020-02-09
15,CARAGA,2020-02-16
16,CARAGA,2020-02-23
14,CARAGA,2020-03-01
11,CARAGA,2020-03-08
12,CARAGA,2020-03-15
15,CARAGA,2020-03-22
9,CARAGA,2020-03-29
21,CARAGA,2020-04-05
7,CARAGA,2020-04-12
5,CARAGA,2020-04-19
1,CARAGA,2020-04-26
3,CARAGA,2020-05-03
2,CARAGA,2020-05-10
0,CARAGA,2020-05-17
0,CARAGA,2020-05-24
0,CARAGA,2020-05-31
0,CARAGA,2020-06-07
0,CARAGA,2020-06-14
0,CARAGA,2020-06-21
0,CARAGA,2020-06-28
0,CARAGA,2020-07-05
2,CARAGA,2020-07-12
0,CARAGA,2020-07-19
0,CARAGA,2020-07-26
0,CARAGA,2020-08-02
1,CARAGA,2020-08-09
2,CARAGA,2020-08-16
0,CARAGA,2020-08-23
0,CARAGA,2020-08-30
1,CARAGA,2020-09-13
0,CARAGA,2020-09-27
0,CARAGA,2020-10-11
0,CARAGA,2020-10-25
1,CARAGA,2020-11-08
0,CARAGA,2020-11-22
1,CARAGA,2020-11-29
0,CARAGA,2020-12-06
0,CARAGA,2020-12-13
1,CARAGA,2020-12-20
0,CARAGA,2020-12-27
0,CARAGA,2020-09-06
0,CARAGA,2020-09-20
0,CARAGA,2020-10-04
0,CARAGA,2020-10-18
0,CARAGA,2020-11-01
15,CAR,2020-01-12
26,CAR,2020-01-19
21,CAR,2020-01-26
34,CAR,2020-02-02
17,CAR,2020-02-09
11,CAR,2020-02-16
18,CAR,2020-02-23
18,CAR,2020-03-01
16,CAR,2020-03-08
8,CAR,2020-03-15
3,CAR,2020-03-22
0,CAR,2020-03-29
1,CAR,2020-04-05
0,CAR,2020-04-12
0,CAR,2020-04-19
2,CAR,2020-04-26
0,CAR,2020-05-03
1,CAR,2020-05-10
9,CAR,2020-05-17
2,CAR,2020-05-24
2,CAR,2020-05-31
0,CAR,2020-06-07
1,CAR,2020-06-14
28,CAR,2020-06-21
2,CAR,2020-06-28
8,CAR,2020-07-05
2,CAR,2020-07-12
5,CAR,2020-07-19
7,CAR,2020-07-26
3,CAR,2020-08-02
6,CAR,2020-08-09
4,CAR,2020-08-16
11,CAR,2020-08-23
7,CAR,2020-08-30
11,CAR,2020-09-13
4,CAR,2020-09-27
7,CAR,2020-10-11
12,CAR,2020-10-25
7,CAR,2020-11-08
3,CAR,2020-11-22
3,CAR,2020-11-29
4,CAR,2020-12-06
9,CAR,2020-12-13
9,CAR,2020-12-20
7,CAR,2020-12-27
0,CAR,2020-09-06
0,CAR,2020-09-20
0,CAR,2020-10-04
0,CAR,2020-10-18
0,CAR,2020-11-01
3,CARAGA,2020-01-12
19,CARAGA,2020-01-19
19,CARAGA,2020-01-26
3,CARAGA,2020-02-02
25,CARAGA,2020-02-09
32,CARAGA,2020-02-16
24,CARAGA,2020-02-23
26,CARAGA,2020-03-01
29,CARAGA,2020-03-08
27,CARAGA,2020-03-15
35,CARAGA,2020-03-22
22,CARAGA,2020-03-29
15,CARAGA,2020-04-05
12,CARAGA,2020-04-12
8,CARAGA,2020-04-19
10,CARAGA,2020-04-26
13,CARAGA,2020-05-03
10,CARAGA,2020-05-10
9,CARAGA,2020-05-17
8,CARAGA,2020-05-24
10,CARAGA,2020-05-31
6,CARAGA,2020-06-07
13,CARAGA,2020-06-14
6,CARAGA,2020-06-21
4,CARAGA,2020-06-28
6,CARAGA,2020-07-05
5,CARAGA,2020-07-12
7,CARAGA,2020-07-19
7,CARAGA,2020-07-26
8,CARAGA,2020-08-02
2,CARAGA,2020-08-09
2,CARAGA,2020-08-16
1,CARAGA,2020-08-23
0,CARAGA,2020-08-30
0,CARAGA,2020-09-13
1,CARAGA,2020-09-27
0,CARAGA,2020-10-11
0,CARAGA,2020-10-25
1,CARAGA,2020-11-08
1,CARAGA,2020-11-22
0,CARAGA,2020-11-29
1,CARAGA,2020-12-06
1,CARAGA,2020-12-13
0,CARAGA,2020-12-20
0,CARAGA,2020-12-27
0,CARAGA,2020-09-06
0,CARAGA,2020-09-20
0,CARAGA,2020-10-04
0,CARAGA,2020-10-18
0,CARAGA,2020-11-01
8,CARAGA,2020-01-12
10,CARAGA,2020-01-19
10,CARAGA,2020-01-26
25,CARAGA,2020-02-02
8,CARAGA,2020-02-09
18,CARAGA,2020-02-16
17,CARAGA,2020-02-23
9,CARAGA,2020-03-01
4,CARAGA,2020-03-08
6,CARAGA,2020-03-15
6,CARAGA,2020-03-22
2,CARAGA,2020-03-29
3,CARAGA,2020-04-05
0,CARAGA,2020-04-12
1,CARAGA,2020-04-19
0,CARAGA,2020-04-26
